Title,Author,Rating,Genre,Publisher,PublishDate,
The Scorpio Races,"Maggie Stiefvater (Goodreads Author), Carina Jansson (Translator)",4.07,"['Fantasy', 'Young Adult', 'Romance', 'Fiction', 'Mythology', 'Audiobook', 'Young Adult Fantasy', 'Paranormal', 'Teen', 'Adventure']",Scholastic Press,October 18th 2011,
The Cruel Prince,Holly Black (Goodreads Author),4.12,"['Fantasy', 'Young Adult', 'Romance', 'Fae', 'Young Adult Fantasy', 'Fiction', 'Magic', 'Audiobook', 'Fairies', 'Paranormal']","Little, Brown Books for Young Readers",January 2nd 2018,
Who Moved My Cheese?,"Spencer Johnson, Kenneth H. Blanchard (Goodreads Author) (Foreword)",3.82,"['Nonfiction', 'Self Help', 'Business', 'Psychology', 'Leadership', 'Personal Development', 'Management', 'Philosophy', 'Inspirational', 'Buisness']",Vermilion,February 7th 2002,
The Forever War,Joe Haldeman,4.14,"['Science Fiction', 'Fiction', 'War', 'Military Fiction', 'Science Fiction Fantasy', 'Space Opera', 'Classics', 'Time Travel', 'Space', 'Speculative Fiction']",Voyager,September 2nd 2003,
The Traitor's Emblem,"Juan Gomez-Jurado (Goodreads Author), Daniel Hahn (translator)",3.83,"['Historical Fiction', 'Fiction', 'Mystery', 'Thriller', 'Historical', 'Germany', 'Spanish Literature', 'Mystery Thriller', 'Spain', 'Adventure']",Atria Books,July 19th 2011,
The Painted Bird,Jerzy KosiÅ„ski,3.92,"['Fiction', 'Historical Fiction', 'Classics', 'War', 'Literature', 'Horror', 'Holocaust', 'World War II', 'Novels', 'Polish Literature']",Grove Press,August 9th 1995,
Life As We Knew It,Susan Beth Pfeffer,3.89,"['Young Adult', 'Dystopia', 'Science Fiction', 'Fiction', 'Post Apocalyptic', 'Survival', 'Apocalyptic', 'Teen', 'Fantasy', 'Audiobook']",HMH Books for Young Readers,October 1st 2006,
Don't Judge a Girl by Her Cover,Ally Carter (Goodreads Author),4.2,"['Young Adult', 'Mystery', 'Romance', 'Contemporary', 'Espionage', 'Fiction', 'Adventure', 'Chick Lit', 'Teen', 'Action']",Disney â— Hyperion Books,June 9th 2009,
Cat's Eye,Margaret Atwood (Goodreads Author),3.92,"['Fiction', 'Canada', 'Contemporary', 'Literary Fiction', 'Novels', 'Literature', 'Feminism', 'Classics', 'Coming Of Age', 'Adult']",Anchor,1998,
Aesop's Fables,"Aesop, Laura Harris (Editor), Laura Gibbs (Translator)",4.05,"['Classics', 'Fiction', 'Short Stories', 'Childrens', 'Fantasy', 'Literature', 'Mythology', 'Fairy Tales', 'Philosophy', 'Folklore']",Oxford University Press,April 10th 2003,
The Children of HÃºrin,"J.R.R. Tolkien, Christopher Tolkien (Editor), Alan Lee (artist) (Illustrator)",3.96,"['Fantasy', 'Fiction', 'Classics', 'High Fantasy', 'Epic Fantasy', 'Science Fiction Fantasy', 'Adventure', 'Novels', 'Literature', 'Epic']",HarperCollins,April 16th 2007,
Can You Keep a Secret?,Sophie Kinsella (Goodreads Author),3.84,"['Chick Lit', 'Romance', 'Fiction', 'Contemporary', 'Humor', 'Contemporary Romance', 'Adult', 'Adult Fiction', 'Audiobook', 'Comedy']",Dell Publishing Company,December 27th 2005,
A Good Man is Hard to Find and Other Stories,Flannery O'Connor,4.21,"['Short Stories', 'Fiction', 'Classics', 'Southern Gothic', 'Literature', 'Southern', 'American', 'Gothic', 'Literary Fiction', '20th Century']",Harcourt Brace Jovanovich,October 15th 1992,
If Tomorrow Comes,Sidney Sheldon,4.04,"['Fiction', 'Thriller', 'Mystery', 'Romance', 'Suspense', 'Crime', 'Mystery Thriller', 'Drama', 'Contemporary', 'Novels']","William Morrow and Co., Inc.",1985,
Real,Katy Evans (Goodreads Author),4.19,"['Romance', 'New Adult', 'Contemporary', 'Contemporary Romance', 'Sports', 'Fighters', 'Erotica', 'Adult', 'Sports Romance', 'Erotic Romance']",Smashwords,April 8th 2013,
Hollow City,Ransom Riggs,4.05,"['Fantasy', 'Young Adult', 'Fiction', 'Paranormal', 'Historical Fiction', 'Time Travel', 'Horror', 'Mystery', 'Adventure', 'Supernatural']",Quirk Books,February 24th 2015,
Kissed by an Angel/The Power of Love/Soulmates,Elizabeth Chandler,4.08,"['Young Adult', 'Romance', 'Angels', 'Fantasy', 'Paranormal', 'Mystery', 'Fiction', 'Supernatural', 'Paranormal Romance', 'Teen']",Simon Pulse,August 1st 1998,
All Things Bright and Beautiful,James Herriot,4.31,"['Nonfiction', 'Animals', 'Memoir', 'Biography', 'Classics', 'Humor', 'Autobiography', 'Biography Memoir', 'British Literature', 'Short Stories']",St. Martin's Griffin,August 1st 2004,
Where the Crawdads Sing,Delia Owens (Goodreads Author),4.47,"['Fiction', 'Historical Fiction', 'Mystery', 'Audiobook', 'Adult', 'Book Club', 'Romance', 'Adult Fiction', 'Historical', 'Coming Of Age']",G.P. Putnamâ€™s Sons,August 14th 2018,
The Sword of Shannara,Terry Brooks (Goodreads Author),3.75,"['Fantasy', 'Fiction', 'Epic Fantasy', 'Science Fiction Fantasy', 'High Fantasy', 'Adventure', 'Magic', 'Young Adult', 'Adult', 'Audiobook']",Orbit,Apr-99,
The Mayor of Casterbridge,"Thomas Hardy, Keith Wilson (Introduction and Notes)",3.83,"['Classics', 'Fiction', 'Literature', '19th Century', 'British Literature', 'Novels', 'Victorian', 'Historical Fiction', 'Classic Literature', 'Literary Fiction']",Penguin Books Ltd,March 27th 2003,
The Casual Vacancy,J.K. Rowling,3.3,"['Fiction', 'Contemporary', 'Mystery', 'Adult', 'Adult Fiction', 'Drama', 'Unfinished', 'British Literature', 'Novels', 'Audiobook']","Little, Brown and Company",September 27th 2012,
Notes from Underground,"Fyodor Dostoyevsky, Richard Pevear (Translator), Philip Dossick (Editor), Larissa Volokhonsky (Translator), Fyodor Dostoevsky",4.15,"['Classics', 'Fiction', 'Philosophy', 'Russia', 'Russian Literature', 'Literature', 'Novels', '19th Century', 'Psychology', 'Classic Literature']",Vintage Classics,Sep-94,
The Shadow Rising,Robert Jordan,4.23,"['Fantasy', 'Fiction', 'Epic Fantasy', 'Science Fiction Fantasy', 'High Fantasy', 'Epic', 'Adventure', 'Audiobook', 'Magic', 'Adult']",Tom Doherty Tor Fantasy,October 15th 1993,
The Manufactured Identity,Heath Sommer (Goodreads Author),3.51,"['Psychology', 'Mystery', 'Fiction', 'Mystery Thriller', 'Thriller', 'Suspense', 'Adult', 'Contemporary', 'Historical Fiction', 'Psychological Thriller']",Tate Publishing & Enterprises,June 23rd 2009,
A Storm of Swords: Blood and Gold,George R.R. Martin,4.52,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Adult', 'Adventure', 'Dragons', 'Science Fiction Fantasy', 'Epic', 'War']",HarperVoyager,September 1st 2011,
Killing Floor,Lee Child (Goodreads Author),4.05,"['Thriller', 'Fiction', 'Mystery', 'Crime', 'Suspense', 'Mystery Thriller', 'Action', 'Audiobook', 'Adventure', 'Drama']",Jove,April 25th 2006,
Freedom,Jonathan Franzen,3.76,"['Fiction', 'Contemporary', 'Novels', 'Literary Fiction', 'Literature', 'American', 'Adult Fiction', 'Family', 'Audiobook', 'Book Club']","Farrar, Straus and Giroux",August 31st 2010,
A Voice in the Wind,"Francine Rivers (Goodreads Author), Richard Ferrone (Narrator)",4.56,"['Christian Fiction', 'Historical Fiction', 'Christian', 'Fiction', 'Romance', 'Historical', 'Historical Romance', 'Christian Romance', 'Adult', 'Religion']",Tyndale House Publishers,March 1st 1998,
Less Than Zero,Bret Easton Ellis,3.56,"['Fiction', 'Contemporary', 'Novels', 'American', 'Literature', 'Thriller', 'Literary Fiction', 'Classics', '20th Century', 'The United States Of America']",Vintage Books,June 9th 2010,
Dolores Claiborne,Stephen King (Goodreads Author),3.87,"['Horror', 'Fiction', 'Thriller', 'Mystery', 'Suspense', 'Crime', 'Audiobook', 'Mystery Thriller', 'Drama', 'Adult']",Signet Book,December 1st 1993,
The Iron Knight,Julie Kagawa (Goodreads Author),4.2,"['Fantasy', 'Young Adult', 'Romance', 'Paranormal', 'Fae', 'Fairies', 'Magic', 'Urban Fantasy', 'Young Adult Fantasy', 'Fiction']",Harlequin TEEN,October 26th 2011,
Vampire Academy Collection,Richelle Mead (Goodreads Author),4.61,"['Vampires', 'Young Adult', 'Fantasy', 'Paranormal', 'Romance', 'Paranormal Romance', 'Supernatural', 'Young Adult Fantasy', 'Fiction', 'Urban Fantasy']",Amazon,October 13th 2009,
Three Comrades,"Erich Maria Remarque, Arthur Wesley Wheen (Translator)",4.49,"['Classics', 'Fiction', 'German Literature', 'Historical Fiction', 'War', 'Germany', 'Literature', 'Novels', 'Historical', 'Drama']",Random House Trade Paperbacks,January 27th 1998,
Centennial,James A. Michener,4.24,"['Historical Fiction', 'Fiction', 'Historical', 'Westerns', 'Classics', 'Adventure', 'Epic', 'Novels', 'American History', 'Literature']",Fawcett,February 12th 1987,
The Miraculous Journey of Edward Tulane,"Kate DiCamillo (Goodreads Author), Bagram Ibatoulline (Illustrator)",4.37,"['Fantasy', 'Childrens', 'Fiction', 'Middle Grade', 'Young Adult', 'Adventure', 'Animals', 'Juvenile', 'Audiobook', 'Chapter Books']",Candlewick Press,February 14th 2006,
Reaper Man,Terry Pratchett,4.27,"['Fantasy', 'Fiction', 'Humor', 'Comedy', 'Science Fiction Fantasy', 'Audiobook', 'Death', 'Magic', 'Novels', 'Science Fiction']",Corgi,April 1st 2005,
Hunger,"Knut Hamsun, George Egerton (Translator), Viki KÃ¤rkkÃ¤inen (Translator)",4.05,"['Fiction', 'Classics', 'Literature', 'Novels', 'Scandinavian Literature', '19th Century', 'Nobel Prize', 'Philosophy', 'Literary Fiction', 'Drama']",Dover Publications,November 17th 2003,
Narcissus and Goldmund,"Hermann Hesse, Ursule Molinaro (Translator)",4.21,"['Philosophy', 'German Literature', 'Literature', 'Novels', 'Classics', 'Germany', 'Historical Fiction', '20th Century', 'Fiction', 'Spirituality']","The Noonday Press / Farrar, Straus Giroux",1997,
Rendezvous with Rama,Arthur C. Clarke,4.1,"['Science Fiction', 'Fiction', 'Classics', 'Science Fiction Fantasy', 'Space', 'Aliens', 'Novels', 'Hugo Awards', 'Audiobook', 'Speculative Fiction']",,2000,
Entwined with You,Sylvia Day (Goodreads Author),4.19,"['Romance', 'Erotica', 'Contemporary', 'Contemporary Romance', 'Adult', 'Erotic Romance', 'BDSM', 'Fiction', 'New Adult', 'Chick Lit']",Berkley,June 4th 2013,
Even Cowgirls Get the Blues,Tom Robbins,3.76,"['Fiction', 'Humor', 'Novels', 'Literature', 'Contemporary', 'Magical Realism', 'Literary Fiction', 'American', 'Adult', 'Adult Fiction']",No Exit Press,October 11th 2001,
The Illustrated Man,Ray Bradbury,4.13,"['Science Fiction', 'Short Stories', 'Fiction', 'Classics', 'Fantasy', 'Horror', 'Science Fiction Fantasy', 'Literature', 'Anthologies', 'American']",Voyager Classics / Harper Collins,Aug-02,
The Power of Now: A Guide to Spiritual Enlightenment,Eckhart Tolle,4.13,"['Self Help', 'Nonfiction', 'Spirituality', 'Philosophy', 'Psychology', 'Personal Development', 'Audiobook', 'Religion', 'Inspirational', 'Unfinished']",New World Library,August 19th 2004,
Demons,"Fyodor Dostoyevsky, Richard Pevear (Translator), Larissa Volokhonsky (Translator)",4.28,"['Classics', 'Fiction', 'Russia', 'Russian Literature', 'Literature', 'Philosophy', 'Novels', '19th Century', 'Classic Literature', 'Politics']",Vintage,August 1st 1995,
Unparalleled,D.S. Smith (Goodreads Author),4.3,"['Fiction', 'Novels', 'Contemporary', 'Epic', 'Suspense', 'Drama', 'Science Fiction']",Amazon Media EU S.Ã  r.l.,September 1st 2019,
The Third Policeman,"Flann O'Brien, Denis Donoghue (Introduction)",4,"['Fiction', 'Irish Literature', 'Ireland', 'Fantasy', 'Classics', 'Humor', 'Novels', 'Literature', 'Mystery', '20th Century']",Dalkey Archive Press,March 1st 1999,
The Opportunist,Tarryn Fisher (Goodreads Author),4.21,"['Romance', 'New Adult', 'Contemporary', 'Contemporary Romance', 'Adult', 'Chick Lit', 'Drama', 'Fiction', 'College', 'Young Adult']",,November 14th 2011,
Fathers and Sons,"Ivan Turgenev, George Reavy (Translator), Jane Costlow (Introduction)",3.96,"['Classics', 'Fiction', 'Russia', 'Russian Literature', 'Literature', '19th Century', 'Novels', 'Historical Fiction', 'Philosophy', 'School']",Signet Book,February 1st 2005,
Skulduggery Pleasant,"Derek Landy, Tom Percival (Goodreads Author) (Illustrator)",4.13,"['Fantasy', 'Young Adult', 'Mystery', 'Fiction', 'Urban Fantasy', 'Magic', 'Adventure', 'Middle Grade', 'Paranormal', 'Humor']",HarperCollins,April 3rd 2007,
Complicate Me,M. Robinson,4.02,"['Romance', 'New Adult', 'Contemporary Romance', 'Contemporary', 'College', 'Young Adult', 'High School', 'Coming Of Age', 'Drama', 'Adult']","Amazon Digital Services, Inc.",September 12th 2015,
A Suitable Boy,Vikram Seth,4.12,"['Fiction', 'India', 'Historical Fiction', 'Indian Literature', 'Classics', 'Romance', 'Historical', 'Novels', 'Literary Fiction', 'Literature']",Harper Perennial Modern Classics,October 4th 2005,
The Day of the Jackal,Frederick Forsyth,4.26,"['Fiction', 'Thriller', 'Mystery', 'Crime', 'Espionage', 'Suspense', 'Historical Fiction', 'Drama', 'Mystery Thriller', 'Novels']",Bantam,Sep-79,
Quiet: The Power of Introverts in a World That Can't Stop Talking,Susan Cain (Goodreads Author),4.06,"['Nonfiction', 'Psychology', 'Self Help', 'Science', 'Business', 'Audiobook', 'Personal Development', 'Sociology', 'Leadership', 'Adult']","Crown Publishing Group/Random House, Inc.",January 24th 2012,
The Shadow Girl,Misty Mount (Goodreads Author),4.28,"['Contemporary', 'Book Club', 'Fiction', 'Novels', 'Drama', 'Epic', 'Fantasy', 'Young Adult', 'Mystery']",Between the Lines Publishing,Mar-19,
Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,"Todd Burpo, Lynn Vincent (Goodreads Author)",4.02,"['Nonfiction', 'Christian', 'Religion', 'Inspirational', 'Spirituality', 'Memoir', 'Biography', 'Faith', 'Christianity', 'Christian Non Fiction']",Thomas Nelson,2010,
Midwives,Chris Bohjalian (Goodreads Author),3.99,"['Fiction', 'Contemporary', 'Adult Fiction', 'Book Club', 'Chick Lit', 'Adult', 'Mystery', 'Novels', 'Historical Fiction', 'Drama']",Vintage,November 8th 1998,
"Eragon, Eldest & Brisingr",Christopher Paolini (Goodreads Author),4.23,"['Fantasy', 'Young Adult', 'Fiction', 'Dragons', 'Magic', 'Adventure', 'Science Fiction Fantasy', 'Epic Fantasy', 'Childrens', 'High Fantasy']",Knopf Books for Young Readers,September 20th 2008,
Cloudy With a Chance of Meatballs,"Judi Barrett, Ron Barrett (Illustrator)",4.16,"['Picture Books', 'Childrens', 'Fiction', 'Fantasy', 'Classics', 'Food', 'Humor', 'Kids', 'Juvenile', 'Science Fiction Fantasy']",Atheneum Books for Young Readers,April 1st 1982,
"Girl, Interrupted",Susanna Kaysen,3.9,"['Nonfiction', 'Memoir', 'Psychology', 'Mental Health', 'Mental Illness', 'Biography', 'Biography Memoir', 'Autobiography', 'Classics', 'Adult']",Vintage,April 19th 1994,
Crossed,Ally Condie (Goodreads Author),3.52,"['Young Adult', 'Dystopia', 'Romance', 'Science Fiction', 'Fiction', 'Fantasy', 'Teen', 'Adventure', 'Audiobook', 'Post Apocalyptic']",Speak,March 12th 2013,
The New York Trilogy,"Paul Auster, Art Spiegelman (Illustrator), Luc Sante (Introduction)",3.88,"['Fiction', 'Mystery', 'American', 'Contemporary', 'Novels', 'Literature', 'New York', 'Crime', 'The United States Of America', 'Short Stories']",Penguin Classics,March 28th 2006,
Wolf Hall,Hilary Mantel (Goodreads Author),3.88,"['Historical Fiction', 'Fiction', 'Historical', 'British Literature', 'Audiobook', 'Literary Fiction', 'Unfinished', 'Literature', 'Novels', 'Tudor Period']",Picador USA,August 31st 2010,
Flipped,Wendelin Van Draanen (Goodreads Author),3.95,"['Young Adult', 'Romance', 'Fiction', 'Contemporary', 'Realistic Fiction', 'Middle Grade', 'Childrens', 'Teen', 'Coming Of Age', 'Humor']",Knopf,May 13th 2003,
Preludes & Nocturnes,"Neil Gaiman (Goodreads Author), Sam Kieth (Illustrator), Mike Dringenberg (Illustrator), Malcolm Jones III (Illustrator), Todd Klein (Letterer), Karen Berger (Introduction/Editor), Daniel Vozzo (Colorist)",4.23,"['Graphic Novels', 'Comics', 'Fantasy', 'Fiction', 'Horror', 'Graphic Novels Comics', 'Comic Book', 'Mythology', 'Urban Fantasy', 'Adult']",Vertigo,December 1st 1998,
After Dark,"Haruki Murakami, Jay Rubin (Translator)",3.71,"['Fiction', 'Japan', 'Japanese Literature', 'Magical Realism', 'Contemporary', 'Novels', 'Literature', 'Fantasy', 'Asia', 'Asian Literature']",Knopf Publishing Group,May 8th 2007,
The False Prince,Jennifer A. Nielsen (Goodreads Author),4.19,"['Fantasy', 'Young Adult', 'Middle Grade', 'Adventure', 'Fiction', 'Young Adult Fantasy', 'Mystery', 'Audiobook', 'Historical Fiction', 'Childrens']","Scholastic, Inc.",April 1st 2012,
Pope Joan,Donna Woolfolk Cross (Goodreads Author),4.07,"['Historical Fiction', 'Fiction', 'Historical', 'Religion', 'Book Club', 'Medieval', 'Italy', 'Adult', 'Adult Fiction', 'Womens']",Ballantine Books (NY),June 9th 2009,
"Ahab's Wife, or The Star-Gazer",Sena Jeter Naslund,4.03,"['Fiction', 'Historical Fiction', 'Historical', 'Literature', 'Adult Fiction', 'Novels', 'Literary Fiction', 'Book Club', 'Adult', 'Unfinished']",William Morrow Paperbacks,August 2nd 2005,
Honor and Polygamy,Omar Farhad (Goodreads Author),4.24,"['Fiction', 'Polygamy']",iUniverse,May 7th 2014,
Think and Grow Rich,"Napoleon Hill, Ben Holden-Crowther (Goodreads Author)",4.18,"['Business', 'Self Help', 'Nonfiction', 'Finance', 'Personal Development', 'Psychology', 'Money', 'Personal Finance', 'Philosophy', 'Entrepreneurship']",,Apr-16,
The Invisible Man,H.G. Wells,3.64,"['Classics', 'Science Fiction', 'Fiction', 'Fantasy', 'Horror', 'Literature', 'Audiobook', 'Novels', 'Science Fiction Fantasy', '19th Century']",Signet Classics,September 3rd 2002,
Endurance: Shackleton's Incredible Voyage,Alfred Lansing,4.39,"['Nonfiction', 'History', 'Adventure', 'Biography', 'Travel', 'Audiobook', 'Survival', 'Historical', 'Leadership', 'Nature']",Carroll & Graf Publishers,January 1st 1959,
The Ask and the Answer,Patrick Ness,4.2,"['Young Adult', 'Science Fiction', 'Dystopia', 'Fantasy', 'Fiction', 'Adventure', 'Teen', 'Aliens', 'Romance', 'War']",Candlewick,July 22nd 2014,
Noughts & Crosses,Malorie Blackman (Goodreads Author),4.23,"['Young Adult', 'Romance', 'Fiction', 'Dystopia', 'Science Fiction', 'Fantasy', 'Contemporary', 'Teen', 'Childrens', 'Race']",Corgi Childrens,August 8th 2006,
Tell No One,Harlan Coben (Goodreads Author),4.11,"['Mystery', 'Thriller', 'Fiction', 'Crime', 'Suspense', 'Mystery Thriller', 'Drama', 'Adult', 'Novels', 'Adult Fiction']",Dell Publishing Company,August 25th 2009,
The Art of Happiness,"Dalai Lama XIV, Howard C. Cutler",4.16,"['Nonfiction', 'Philosophy', 'Spirituality', 'Self Help', 'Buddhism', 'Psychology', 'Religion', 'Personal Development', 'Inspirational', 'Biography']",Riverhead Hardcover,October 26th 1998,
The Book of Lost Things,John Connolly (Goodreads Author),3.95,"['Fantasy', 'Fiction', 'Young Adult', 'Horror', 'Fairy Tales', 'Books About Books', 'Adventure', 'Adult', 'Mystery', 'Science Fiction Fantasy']",Atria Books,November 7th 2006,
Les Liaisons dangereuses,"Pierre Choderlos de Laclos, Douglas ParmÃ©e (Translator)",4.07,"['Classics', 'Fiction', 'France', 'French Literature', 'Romance', 'Historical Fiction', 'Literature', '18th Century', 'Novels', 'Historical']",Oxford University Press,March 18th 1999,
The Storyteller,Jodi Picoult (Goodreads Author),4.27,"['Fiction', 'Historical Fiction', 'Holocaust', 'Historical', 'Contemporary', 'Adult Fiction', 'Adult', 'World War II', 'War', 'Drama']",Atria,February 26th 2013,
Grendel,John Gardner,3.69,"['Fiction', 'Fantasy', 'Classics', 'School', 'Literature', 'Mythology', 'Novels', 'Read For School', 'Philosophy', 'Retellings']",Random House Vintage Books,June 2nd 2010,
"Tomorrow, When the War Began",John Marsden,4.05,"['Young Adult', 'Fiction', 'Dystopia', 'Science Fiction', 'Adventure', 'War', 'Survival', 'Post Apocalyptic', 'Australia', 'Teen']",Scholastic,May 1st 2006,
The Brothers K,David James Duncan,4.38,"['Fiction', 'Baseball', 'Historical Fiction', 'Sports', 'Novels', 'Literary Fiction', 'Family', 'Literature', 'Classics', 'Religion']",Dial Press Trade Paperback,June 1st 1996,
Wallbanger,Alice Clayton (Goodreads Author),4.05,"['Romance', 'Contemporary', 'Contemporary Romance', 'Humor', 'New Adult', 'Adult', 'Chick Lit', 'Erotica', 'Fiction', 'Comedy']",Omnific Publishing,November 27th 2012,
Adhaata Asao's Liege,Afroz Alam (Goodreads Author),4.77,['Fantasy'],Bigfoot Publications Pvt. Ltd.,February 12th 2020,
The Book of Negroes,Lawrence Hill,4.46,"['Historical Fiction', 'Fiction', 'Canada', 'Historical', 'Africa', 'African American', 'Adult Fiction', 'Book Club', 'Adult', 'Literature']",W. W. Norton Company,January 12th 2015,
Dead Souls,"Nikolai Gogol, Robert A. Maguire (Translator)",3.97,"['Classics', 'Fiction', 'Russia', 'Russian Literature', 'Literature', 'Novels', '19th Century', 'Historical Fiction', 'Humor', 'Classic Literature']",Penguin Classics,July 29th 2004,
The Boy Who Sneaks in My Bedroom Window,Kirsty Moseley (Goodreads Author),3.91,"['Romance', 'Young Adult', 'Contemporary', 'New Adult', 'Abuse', 'High School', 'Contemporary Romance', 'Chick Lit', 'Young Adult Romance', 'Love']",Createspace,April 28th 2012,
Shadow of Night,Deborah Harkness (Goodreads Author),4.05,"['Fantasy', 'Fiction', 'Romance', 'Paranormal', 'Historical Fiction', 'Vampires', 'Witches', 'Time Travel', 'Magic', 'Urban Fantasy']",Viking Adult,July 10th 2012,
Quidditch Through the Ages,"Kennilworthy Whisp (Pseudonym), J.K. Rowling",3.84,"['Fantasy', 'Young Adult', 'Fiction', 'Childrens', 'Magic', 'Middle Grade', 'Short Stories', 'Science Fiction Fantasy', 'Audiobook', 'Young Adult Fantasy']",Scholastic,June 1st 2001,
Boy's Life,Robert R. McCammon,4.36,"['Horror', 'Fiction', 'Fantasy', 'Mystery', 'Coming Of Age', 'Young Adult', 'Magical Realism', 'Thriller', 'Historical Fiction', 'Adventure']",Pocket Books,May 1st 1992,
The Death of Ivan Ilych,"Leo Tolstoy, Aylmer Maude (Translator), Mehmet Ã–zgÃ¼l (Translator)",4.08,"['Classics', 'Fiction', 'Russia', 'Russian Literature', 'Literature', 'Short Stories', 'Philosophy', '19th Century', 'Novels', 'Novella']",Waking Lion Press,August 3rd 2006,
Turtles All the Way Down,John Green (Goodreads Author),3.95,"['Young Adult', 'Fiction', 'Contemporary', 'Mental Health', 'Romance', 'Audiobook', 'Realistic Fiction', 'Mental Illness', 'Mystery', 'Teen']",Dutton Books for Young Readers,October 10th 2017,
Blood Bound,Patricia Briggs,4.31,"['Urban Fantasy', 'Fantasy', 'Paranormal', 'Vampires', 'Werewolves', 'Romance', 'Paranormal Romance', 'Shapeshifters', 'Fiction', 'Supernatural']",Ace,January 30th 2007,
Hometown Girl at Heart,Kirsten Fullmer (Goodreads Author),4.3,"['Contemporary', 'Fiction', 'Romance', 'Novels', 'New Adult', 'Young Adult', 'Love Story', 'Contemporary Romance', 'Adult', 'Chick Lit']",,March 30th 2016 ,
The Last Wish,"Andrzej Sapkowski, Danusia Stok (Translator)",4.13,"['Fantasy', 'Fiction', 'Short Stories', 'High Fantasy', 'Audiobook', 'Magic', 'Adult', 'Adventure', 'Polish Literature', 'Epic Fantasy']",Orbit,December 14th 2008,
For the Love of Armin,Michael G. Kramer (Goodreads Author),4.32,"['Fiction', 'Adventure', 'Novels', 'New Adult', 'Historical Fiction', 'Adult', 'Young Adult', 'Historical', 'Love Story', 'Romance']",,May 26th 2017 ,
Magic Bleeds,Ilona Andrews (Goodreads Author),4.45,"['Urban Fantasy', 'Fantasy', 'Paranormal', 'Romance', 'Magic', 'Vampires', 'Paranormal Romance', 'Shapeshifters', 'Adult', 'Werewolves']",Ace,May 25th 2010,
Harry Potter and the Cursed Child: Parts One and Two,"John Tiffany (Adaptation), Jack Thorne, J.K. Rowling",3.62,"['Fantasy', 'Fiction', 'Young Adult', 'Plays', 'Magic', 'Adventure', 'Drama', 'Time Travel', 'Childrens', 'Middle Grade']","Little, Brown",July 31st 2016,
People of the Book,Geraldine Brooks (Goodreads Author),4.02,"['Historical Fiction', 'Fiction', 'Historical', 'Books About Books', 'Mystery', 'Book Club', 'Jewish', 'Religion', 'Adult Fiction', 'Audiobook']",Viking Books,October 1st 2008,
The Cuckoo's Calling,Robert Galbraith,3.86,"['Mystery', 'Fiction', 'Crime', 'Thriller', 'Mystery Thriller', 'Audiobook', 'Adult', 'Contemporary', 'Detective', 'Adult Fiction']","Mulholland Books / Little, Brown and Company",April 28th 2013,
Monsters of Men,Patrick Ness,4.24,"['Young Adult', 'Science Fiction', 'Dystopia', 'Fantasy', 'Fiction', 'Adventure', 'War', 'Romance', 'Teen', 'Aliens']",Candlewick,July 22nd 2014,
The Constitution of the United States of America,Founding Fathers,4.54,"['History', 'Nonfiction', 'Politics', 'Classics', 'Philosophy', 'Law', 'Reference', 'American History', 'Historical', 'Political Science']",Applewood Books,January 1st 1970,
Masquerade,Melissa de la Cruz (Goodreads Author),3.91,"['Young Adult', 'Vampires', 'Fantasy', 'Paranormal', 'Romance', 'Supernatural', 'Angels', 'Urban Fantasy', 'Fiction', 'Paranormal Romance']",Hyperion,May 1st 2007,
The High Lord,Trudi Canavan,4.12,"['Fantasy', 'Magic', 'Young Adult', 'Fiction', 'High Fantasy', 'Romance', 'Epic Fantasy', 'Adventure', 'Science Fiction Fantasy', 'Audiobook']",Orbit,November 4th 2004,
Die for Me,Amy Plum (Goodreads Author),3.98,"['Young Adult', 'Paranormal', 'Fantasy', 'Romance', 'Paranormal Romance', 'Zombies', 'Supernatural', 'Urban Fantasy', 'Fiction', 'Young Adult Paranormal']",HarperTeen,May 10th 2011,
Bird by Bird: Some Instructions on Writing and Life,Anne Lamott (Goodreads Author),4.23,"['Writing', 'Nonfiction', 'Memoir', 'Self Help', 'Reference', 'Essays', 'Biography', 'Humor', 'Audiobook', 'Crafts']",Anchor,September 1st 1995,
Women,Charles Bukowski,3.85,"['Fiction', 'Classics', 'Novels', 'Literature', 'American', 'Poetry', 'Contemporary', 'Thriller', 'Humor', 'The United States Of America']",Ecco,July 29th 2014,
Four: A Divergent Story Collection,Veronica Roth (Goodreads Author),4.04,"['Young Adult', 'Dystopia', 'Fiction', 'Science Fiction', 'Fantasy', 'Short Stories', 'Romance', 'Novella', 'Audiobook', 'Teen']",HarperCollins Publishers,July 8th 2014,
"""Surely You're Joking, Mr. Feynman!"": Adventures of a Curious Character",Richard P. Feynman,4.27,"['Science', 'Nonfiction', 'Biography', 'Physics', 'Memoir', 'Autobiography', 'Humor', 'History', 'Biography Memoir', 'Audiobook']",W. W. Norton Company,February 6th 2018,
Bone Crossed,Patricia Briggs,4.34,"['Urban Fantasy', 'Fantasy', 'Paranormal', 'Vampires', 'Romance', 'Werewolves', 'Paranormal Romance', 'Shapeshifters', 'Fiction', 'Supernatural']",Orbit,February 5th 2009,
